# area_cvx	area_msd	area_ratio	area_um	aspect	bright_avg	bright_sd	circ	deform	emodulus	frame	index	inert_ratio_cvx	inert_ratio_raw	pos_x	pos_y	size_x	size_y	time	volume
# Convex area [px]	Measured area [px]	Porosity (convex to measured area ratio)	Area [µm≤]	Aspect ratio of bounding box	Brightness average within contour [a.u.]	Brightness SD  within contour [a.u.]	Circularity	Deformation	Young's Modulus [kPa]	Video frame number	Event index	Inertia ratio of convex contour sqrt(m20/m02)	Inertia ratio of raw contour sqrt(m20/m02)	Position along channel axis [µm]	Position lateral in channel [µm]	Bounding box size x [µm]	Bounding box size y [µm]	Event time [s]	Volume [µm≥]
1.0495000000e+03	9.8250000000e+02	1.0681934357e+00	1.2132219696e+02	1.4666666985e+00	5.6638542665e+01	7.4075141674e+00	9.2393189669e-01	7.6068103313e-02	6.9791432559e-01	2.7478900000e+05	4.5900000000e+02	1.5013812405e+00	1.5268458185e+00	3.7316310883e+01	1.3008118629e+01	1.4960000038e+01	1.0199999809e+01	6.4710001945e+00	7.5273931838e+02
1.6590000000e+03	1.6185000000e+03	1.0250232220e+00	1.9178039551e+02	1.4473685026e+00	5.9155437352e+01	8.2433482023e+00	9.4111007452e-01	5.8889925480e-02	1.1491202158e+00	2.7479800000e+05	4.6000000000e+02	1.4165886231e+00	1.4005799666e+00	2.7051143646e+01	1.3399908066e+01	1.8700000763e+01	1.2920000076e+01	6.4755001068e+00	1.6585137879e+03
1.3665000000e+03	1.3270000000e+03	1.0297664404e+00	1.5796739197e+02	1.3783783913e+00	5.7894472362e+01	7.9056481775e+00	9.4516289234e-01	5.4837107658e-02	1.0008309099e+00	2.7483800000e+05	4.6100000000e+02	1.3693794447e+00	1.3586673508e+00	3.0017326355e+01	1.3583786011e+01	1.7340000153e+01	1.2579999924e+01	6.4955000877e+00	1.2401309010e+03
1.1435000000e+03	1.0975000000e+03	1.0419133902e+00	1.3218859863e+02	1.7241380215e+00	5.6312068966e+01	8.0373605546e+00	9.1792351007e-01	8.2076489925e-02	7.1773813473e-01	2.7487600000e+05	4.6200000000e+02	1.7256488823e+00	1.7640023715e+00	1.9095998764e+01	1.4052590370e+01	1.7000000000e+01	9.8599996567e+00	6.5145001411e+00	8.3027636799e+02
1.5705000000e+03	1.4955000000e+03	1.0501503944e+00	1.8154978943e+02	1.5675674677e+00	5.8918471338e+01	8.0320046253e+00	9.0437573195e-01	9.5624268055e-02	8.5167132452e-01	2.7491800000e+05	4.6300000000e+02	1.5719041405e+00	1.5833813341e+00	4.5135063171e+01	1.3730003357e+01	1.9719999313e+01	1.2579999924e+01	6.5355000496e+00	1.3981283498e+03
9.5250000000e+02	9.2750000000e+02	1.0269541740e+00	1.1010900116e+02	1.5357141495e+00	5.6591047813e+01	6.3753085195e+00	9.4117295742e-01	5.8827042580e-02	7.3447882590e-01	2.7493000000e+05	4.6400000000e+02	1.5562309765e+00	1.5734354060e+00	7.0133346558e+01	1.3977718353e+01	1.4619999886e+01	9.5200004578e+00	6.5415000916e+00	6.7874367694e+02
1.0440000000e+03	1.0110000000e+03	1.0326409340e+00	1.2068639374e+02	1.2727272511e+00	5.6239436620e+01	1.1418375096e+01	9.7601920366e-01	2.3980796337e-02	1.2737614933e+00	2.7493100000e+05	4.6500000000e+02	1.2603391840e+00	1.2720472220e+00	3.7428169250e+01	1.2997835159e+01	1.4279999733e+01	1.1220000267e+01	6.5419998169e+00	8.4777666091e+02
1.2515000000e+03	1.2050000000e+03	1.0385892391e+00	1.4467340088e+02	1.6562500000e+00	5.6777777778e+01	8.8281613537e+00	9.2216104269e-01	7.7838957310e-02	7.8598790587e-01	2.7493200000e+05	4.6600000000e+02	1.6160841059e+00	1.6293698667e+00	5.9038246155e+01	1.2883550644e+01	1.8020000458e+01	1.0880000114e+01	6.5425000191e+00	9.8334577875e+02
2.0025000000e+03	1.7820000000e+03	1.1237373352e+00	2.3148899841e+02	1.6097561121e+00	5.8981323372e+01	7.7578185961e+00	8.7479525805e-01	1.2520474195e-01	8.9340085948e-01	2.7494000000e+05	4.6700000000e+02	1.7405944652e+00	1.7571544654e+00	3.9422824860e+01	1.3740725517e+01	2.2440000534e+01	1.3940000534e+01	6.5465002060e+00	1.7345024766e+03
1.3205000000e+03	1.2855000000e+03	1.0272268057e+00	1.5264979553e+02	1.5151515007e+00	5.7274408284e+01	8.4911716478e+00	9.3079149723e-01	6.9208502769e-02	8.6611811180e-01	2.7494100000e+05	4.6800000000e+02	1.5289779091e+00	1.5327345774e+00	2.3026363373e+01	1.3373805046e+01	1.7000000000e+01	1.1220000267e+01	6.5469999313e+00	1.1249782997e+03
1.2145000000e+03	1.1785000000e+03	1.0305472612e+00	1.4039619446e+02	1.6129032373e+00	5.7685990338e+01	7.8709159198e+00	9.3120461702e-01	6.8795382977e-02	8.1375652239e-01	2.7497800000e+05	4.6900000000e+02	1.6179768035e+00	1.6280509279e+00	4.6754829407e+01	1.3614884377e+01	1.7000000000e+01	1.0539999962e+01	6.5654997826e+00	9.5465389463e+02
1.4760000000e+03	1.3420000000e+03	1.0998510122e+00	1.7062559509e+02	1.3333333731e+00	5.8932059448e+01	8.9771069105e+00	9.5991176367e-01	4.0088236332e-02	1.2663406087e+00	2.7498500000e+05	4.7000000000e+02	1.2987950502e+00	1.3056623661e+00	7.4924354553e+01	1.3503866196e+01	1.7680000305e+01	1.3260000229e+01	6.5689997673e+00	1.2972444367e+03
1.0495000000e+03	1.0160000000e+03	1.0329724550e+00	1.2132219696e+02	1.6206897497e+00	5.6928372093e+01	8.6783068036e+00	9.2406862974e-01	7.5931370258e-02	6.9846546876e-01	2.7506400000e+05	4.7100000000e+02	1.5955256589e+00	1.6157265956e+00	1.3622677803e+01	1.2892247200e+01	1.5980000496e+01	9.8599996567e+00	6.6085000038e+00	7.6904377893e+02
1.0745000000e+03	1.0365000000e+03	1.0366618633e+00	1.2421219635e+02	1.3437500000e+00	5.6088665448e+01	9.0476293749e+00	9.5974254608e-01	4.0257453918e-02	9.6955947563e-01	2.7511500000e+05	4.7200000000e+02	1.3483215144e+00	1.3670372208e+00	3.4933670044e+01	1.3797555923e+01	1.4619999886e+01	1.0880000114e+01	6.6339998245e+00	8.5738525882e+02
1.4035000000e+03	1.3670000000e+03	1.0267008543e+00	1.6224459839e+02	1.6875000000e+00	5.8151494093e+01	8.6420185871e+00	9.0213233232e-01	9.7867667675e-02	7.7233199993e-01	2.7513200000e+05	4.7300000000e+02	1.6990546146e+00	1.6911561227e+00	1.0932608604e+01	1.3492036819e+01	1.8360000610e+01	1.0880000114e+01	6.6424999237e+00	1.1760604767e+03
6.4200000000e+02	6.0150000000e+02	1.0673316717e+00	7.4215194702e+01	1.1851851940e+00	5.5212074303e+01	8.6179618226e+00	9.7476536036e-01	2.5234639645e-02	9.1936509018e-01	2.7519300000e+05	4.7400000000e+02	1.1790394634e+00	1.1521407894e+00	1.8241989136e+01	1.3250643730e+01	1.0880000114e+01	9.1800003052e+00	6.6729998589e+00	4.1167326789e+02
1.6690000000e+03	1.5955000000e+03	1.0460671186e+00	1.9293640137e+02	1.5135135651e+00	5.9281698565e+01	6.9398612830e+00	9.2386108637e-01	7.6138913631e-02	1.0069896675e+00	2.7519800000e+05	4.7500000000e+02	1.5514016480e+00	1.5634083764e+00	4.5351394653e+01	1.3670927048e+01	1.9040000916e+01	1.2579999924e+01	6.6754999161e+00	1.5481687920e+03
1.2595000000e+03	1.1985000000e+03	1.0508970022e+00	1.4559819031e+02	1.7096774578e+00	5.7493291239e+01	7.3144877361e+00	8.9328157902e-01	1.0671842098e-01	6.8758158159e-01	2.7521800000e+05	4.7600000000e+02	1.6851263195e+00	1.6782609154e+00	3.2423320770e+01	1.3347148895e+01	1.8020000458e+01	1.0539999962e+01	6.6855001450e+00	9.6786291594e+02
1.0055000000e+03	9.6650000000e+02	1.0403517485e+00	1.1623579407e+02	1.5517241955e+00	5.6145365854e+01	8.5801438664e+00	9.2428982258e-01	7.5710177422e-02	6.7880960121e-01	2.7536900000e+05	4.7700000000e+02	1.5695194381e+00	1.5803331564e+00	3.1135614395e+01	1.3660865784e+01	1.5300000191e+01	9.8599996567e+00	6.7610001564e+00	7.2253360492e+02
1.3145000000e+03	1.2575000000e+03	1.0453280210e+00	1.5195619202e+02	1.6250000000e+00	5.7677492447e+01	8.1990571853e+00	9.3181329966e-01	6.8186700344e-02	8.6926428601e-01	2.7542900000e+05	4.7800000000e+02	1.6106041337e+00	1.5877019990e+00	2.4244409561e+01	1.3028031349e+01	1.7680000305e+01	1.0880000114e+01	6.7909998894e+00	1.0677425077e+03
1.1525000000e+03	1.1115000000e+03	1.0368870497e+00	1.3322900391e+02	1.5483870506e+00	5.6551107325e+01	8.0890715160e+00	9.1904693842e-01	8.0953061581e-02	7.2621462523e-01	2.7544700000e+05	4.7900000000e+02	1.5766352240e+00	1.6141382118e+00	3.0659444809e+01	1.3540801048e+01	1.6319999695e+01	1.0539999962e+01	6.8000001907e+00	8.8057223518e+02
7.9800000000e+02	7.3150000000e+02	1.0909091234e+00	9.2248794556e+01	1.0312500000e+00	5.6591836735e+01	6.4546482771e+00	9.3960666656e-01	6.0393333435e-02	6.4505267052e-01	2.7554700000e+05	4.8000000000e+02	1.0041390987e+00	9.4074554440e-01	7.5835906982e+01	1.3817648888e+01	1.1220000267e+01	1.0880000114e+01	6.8499999046e+00	6.4044212626e+02
3.1505000000e+03	3.0260000000e+03	1.0411434174e+00	3.6419778442e+02	1.8260868788e+00	6.1570790816e+01	7.6175374246e+00	8.8256925344e-01	1.1743074656e-01	nan	2.7556000000e+05	4.8100000000e+02	1.8472081756e+00	1.8505935941e+00	1.7322626114e+01	1.3445369720e+01	2.8559999466e+01	1.5640000343e+01	6.8565001488e+00	3.7291252048e+03
1.2995000000e+03	1.2630000000e+03	1.0288994312e+00	1.5022219849e+02	1.5454545021e+00	5.7620481928e+01	7.9068714821e+00	9.3592238426e-01	6.4077615738e-02	8.8756701564e-01	2.7559300000e+05	4.8200000000e+02	1.5320996313e+00	1.5512706676e+00	1.8755641937e+01	1.3701516151e+01	1.7340000153e+01	1.1220000267e+01	6.8730001450e+00	1.0830489301e+03
1.1765000000e+03	1.0990000000e+03	1.0705186129e+00	1.3600340271e+02	1.7096774578e+00	5.7531786942e+01	8.5504277281e+00	8.9821922779e-01	1.0178077221e-01	6.6844920653e-01	2.7562500000e+05	4.8300000000e+02	1.6002594390e+00	1.5725363070e+00	2.3278175354e+01	1.3564935684e+01	1.8020000458e+01	1.0539999962e+01	6.8889999390e+00	8.8695157817e+02
6.5900000000e+02	5.6550000000e+02	1.1653404236e+00	7.6180397034e+01	1.2142857313e+00	5.5920325203e+01	8.5933511768e+00	9.7278857231e-01	2.7211427689e-02	8.8828944950e-01	2.7567300000e+05	4.8400000000e+02	1.1927077073e+00	1.1914877073e+00	5.2781517029e+01	1.3600086212e+01	1.1560000420e+01	9.5200004578e+00	6.9130001068e+00	3.6952635536e+02
1.2655000000e+03	1.2265000000e+03	1.0317977667e+00	1.4629179382e+02	1.5454545021e+00	5.7978311387e+01	7.9960966813e+00	9.3086862564e-01	6.9131374359e-02	8.3779183187e-01	2.7569200000e+05	4.8500000000e+02	1.5235283049e+00	1.5221552307e+00	5.4641353607e+01	1.3121994019e+01	1.7340000153e+01	1.1220000267e+01	6.9225001335e+00	1.0460639521e+03
1.6370000000e+03	1.5960000000e+03	1.0256892443e+00	1.8923719788e+02	1.4864865541e+00	5.8701018574e+01	7.9143788519e+00	9.3812108040e-01	6.1878919601e-02	1.1042124577e+00	2.7573100000e+05	4.8600000000e+02	1.5075949535e+00	1.5217526538e+00	7.4907936096e+01	1.3755946159e+01	1.8700000763e+01	1.2579999924e+01	6.9419999123e+00	1.5540802560e+03
2.1250000000e+02	1.9700000000e+02	1.0786801577e+00	2.4564998627e+01	1.0588234663e+00	4.5599099099e+01	9.9070726897e+00	9.6697205305e-01	3.3027946949e-02	nan	2.7575600000e+05	4.8700000000e+02	1.1018773871e+00	1.1466800336e+00	7.4331199646e+01	1.3492799759e+01	6.1199998856e+00	5.7800002098e+00	6.9545001984e+00	7.9747404185e+01
1.4650000000e+03	1.4185000000e+03	1.0327811241e+00	1.6935398865e+02	1.6969697475e+00	5.9042310275e+01	8.6447822146e+00	9.1905987263e-01	8.0940127373e-02	8.7343249604e-01	2.7579200000e+05	4.8800000000e+02	1.6594850168e+00	1.6709167577e+00	6.4980926514e+01	1.3118042946e+01	1.9040000916e+01	1.1220000267e+01	6.9724998474e+00	1.2528002860e+03
1.1285000000e+03	1.1025000000e+03	1.0235828161e+00	1.3045458984e+02	1.4838709831e+00	5.7241616509e+01	7.1173135976e+00	9.4163370132e-01	5.8366298676e-02	8.3280411812e-01	2.7579300000e+05	4.8900000000e+02	1.5203894669e+00	1.5323247595e+00	6.0671695709e+01	1.2939282417e+01	1.5640000343e+01	1.0539999962e+01	6.9730000496e+00	8.8838878589e+02
1.2460000000e+03	1.2060000000e+03	1.0331674814e+00	1.4403759766e+02	1.4545453787e+00	5.7863672183e+01	7.5396203440e+00	9.4098883867e-01	5.9011161327e-02	8.9380864701e-01	2.7579400000e+05	4.9000000000e+02	1.4831625945e+00	1.5158405073e+00	5.9298118591e+01	1.4105360985e+01	1.6319999695e+01	1.1220000267e+01	6.9734997749e+00	1.0251804645e+03
1.1580000000e+03	1.0995000000e+03	1.0532059669e+00	1.3386479187e+02	1.6451612711e+00	5.8187446260e+01	7.5662244865e+00	9.2358899117e-01	7.6411008835e-02	7.4789208265e-01	2.7585200000e+05	4.9100000000e+02	1.5370716849e+00	1.4912393089e+00	3.9642639160e+01	1.3060100555e+01	1.7340000153e+01	1.0539999962e+01	7.0025000572e+00	8.9990267643e+02
1.1795000000e+03	1.1370000000e+03	1.0373790264e+00	1.3635020447e+02	1.5000000000e+00	5.5893244370e+01	7.7585721797e+00	9.3739998341e-01	6.2600016594e-02	8.3208007238e-01	2.7585800000e+05	4.9200000000e+02	1.4797853572e+00	1.4936368846e+00	3.5060070038e+01	1.3744801521e+01	1.6319999695e+01	1.0880000114e+01	7.0054998398e+00	9.4305894903e+02
2.1590000000e+03	1.7695000000e+03	1.2201186419e+00	2.4958039856e+02	2.5833334923e+00	5.8147418840e+01	8.4444200767e+00	7.8497278690e-01	2.1502721310e-01	nan	2.7588900000e+05	4.9300000000e+02	2.3215269233e+00	1.9801395766e+00	3.0509029388e+01	1.4120865822e+01	3.1620000839e+01	1.2239999771e+01	7.0209999084e+00	1.6951461859e+03
2.2970000000e+03	1.6890000000e+03	1.3599762917e+00	2.6553320312e+02	2.5151515007e+00	5.6982104121e+01	8.1183093405e+00	8.4549504519e-01	1.5450495481e-01	nan	2.7589700000e+05	4.9400000000e+02	2.5265998505e+00	2.5097908332e+00	5.4156757355e+01	1.4013861656e+01	2.8220001221e+01	1.1220000267e+01	7.0250000954e+00	1.5533703270e+03
1.5320000000e+03	1.4625000000e+03	1.0475213528e+00	1.7709919739e+02	1.6285713911e+00	5.8962938882e+01	8.2189988726e+00	8.9663630724e-01	1.0336369276e-01	8.0466462848e-01	2.7590000000e+05	4.9500000000e+02	1.6395243230e+00	1.6400818214e+00	4.9144462585e+01	1.3547698021e+01	1.9380001068e+01	1.1900000572e+01	7.0265002251e+00	1.3270377779e+03
1.0985000000e+03	1.0665000000e+03	1.0300047398e+00	1.2698659515e+02	1.5666667223e+00	5.5796805679e+01	8.7927164189e+00	9.2273962498e-01	7.7260375023e-02	7.1604433216e-01	2.7590700000e+05	4.9600000000e+02	1.5571747408e+00	1.5726443179e+00	3.6880638123e+01	1.4035845757e+01	1.5980000496e+01	1.0199999809e+01	7.0300002098e+00	8.3926825754e+02
1.4960000000e+03	1.4560000000e+03	1.0274724960e+00	1.7293759155e+02	1.6000000238e+00	5.8992136304e+01	8.0996377779e+00	9.2111176252e-01	7.8888237476e-02	8.9955894279e-01	2.7592200000e+05	4.9700000000e+02	1.5360234906e+00	1.5292777685e+00	7.2103446960e+01	1.2950303078e+01	1.9040000916e+01	1.1900000572e+01	7.0374999046e+00	1.3584573845e+03
9.6600000000e+02	9.4500000000e+02	1.0222222805e+00	1.1166959381e+02	1.4827586412e+00	5.6427000000e+01	7.5362239218e+00	9.4519770145e-01	5.4802298546e-02	7.6718942161e-01	2.7594500000e+05	4.9800000000e+02	1.4732360954e+00	1.4850382012e+00	2.5510499954e+01	1.2893015862e+01	1.4619999886e+01	9.8599996567e+00	7.0489997864e+00	7.1510670994e+02
1.0340000000e+03	1.0050000000e+03	1.0288556814e+00	1.1953039551e+02	1.5517241955e+00	5.6560677328e+01	7.4275323869e+00	9.3676781654e-01	6.3232183456e-02	7.5159096355e-01	2.7595300000e+05	4.9900000000e+02	1.5698725181e+00	1.5755302133e+00	4.8795150757e+01	1.4037276268e+01	1.5300000191e+01	9.8599996567e+00	7.0529999733e+00	7.6475114262e+02
1.4850000000e+03	7.6350000000e+02	1.9449901581e+00	1.7166600037e+02	3.3333334923e+00	5.4631120783e+01	5.9446073756e+00	7.7583789825e-01	2.2416210175e-01	nan	2.7599200000e+05	5.0000000000e+02	3.4294662796e+00	3.9404536829e+00	4.3008129120e+01	1.3312011719e+01	2.7200000763e+01	8.1599998474e+00	7.0725002289e+00	4.7873497313e+02
1.4085000000e+03	1.3345000000e+03	1.0554515123e+00	1.6282260132e+02	1.8750000000e+00	5.7897508897e+01	8.4474191675e+00	9.0578281879e-01	9.4217181206e-02	7.8806080296e-01	2.7603600000e+05	5.0100000000e+02	1.8178573964e+00	1.8123470032e+00	2.5164506912e+01	1.3788647652e+01	2.0399999619e+01	1.0880000114e+01	7.0945000648e+00	1.0853806736e+03
8.3900000000e+02	7.5700000000e+02	1.1083223820e+00	9.6988395691e+01	1.8400000334e+00	5.4689570552e+01	7.2130132357e+00	9.0638399124e-01	9.3616008759e-02	5.5104292874e-01	2.7603700000e+05	5.0200000000e+02	1.7553231331e+00	1.6868940273e+00	3.6283687592e+01	1.3836527824e+01	1.5640000343e+01	8.5000000000e+00	7.0949997902e+00	4.8224882070e+02
1.5900000000e+03	1.3845000000e+03	1.1484290361e+00	1.8380400085e+02	1.4250000715e+00	5.7738062756e+01	8.9004428396e+00	9.1068375111e-01	8.9316248894e-02	8.8990676424e-01	2.7606600000e+05	5.0300000000e+02	1.4540206926e+00	1.6292436312e+00	4.2336914062e+01	1.4200489044e+01	1.9380001068e+01	1.3600000381e+01	7.1094999313e+00	1.2335698545e+03
1.3205000000e+03	1.2810000000e+03	1.0308352709e+00	1.5264979553e+02	1.5757576227e+00	5.8236822569e+01	6.9785679754e+00	9.2441147566e-01	7.5588524342e-02	8.3024137724e-01	2.7608100000e+05	5.0400000000e+02	1.5662070808e+00	1.5892479837e+00	1.9595724106e+01	1.3644028664e+01	1.7680000305e+01	1.1220000267e+01	7.1170001030e+00	1.0933151326e+03
1.0935000000e+03	1.0570000000e+03	1.0345317125e+00	1.2640859985e+02	1.6896551847e+00	5.6196956132e+01	8.5227942116e+00	9.2758351564e-01	7.2416484356e-02	7.3472599643e-01	2.7608300000e+05	5.0500000000e+02	1.6973355107e+00	1.7246186697e+00	2.1434822083e+01	1.3292958260e+01	1.6659999847e+01	9.8599996567e+00	7.1180000305e+00	7.8319417900e+02
9.6300000000e+02	9.2500000000e+02	1.0410810709e+00	1.1132279968e+02	1.5714285374e+00	5.6040733198e+01	7.6472890097e+00	9.3600660563e-01	6.3993394375e-02	7.1137288104e-01	2.7609700000e+05	5.0600000000e+02	1.5984604425e+00	1.6013235541e+00	2.6617504120e+01	1.3797892570e+01	1.4960000038e+01	9.5200004578e+00	7.1250000000e+00	6.6654590594e+02
1.1435000000e+03	1.1055000000e+03	1.0343736410e+00	1.3218859863e+02	1.6666667461e+00	5.5356164384e+01	9.0628435512e+00	9.1918951273e-01	8.0810487270e-02	7.2267009761e-01	2.7613700000e+05	5.0700000000e+02	1.6783459096e+00	1.6916475403e+00	3.9284347534e+01	1.4194120407e+01	1.7000000000e+01	1.0199999809e+01	7.1449999809e+00	8.5255905932e+02
1.2110000000e+03	1.1560000000e+03	1.0475778580e+00	1.3999159241e+02	1.6129032373e+00	5.7662295082e+01	7.7177072093e+00	9.2546528578e-01	7.4534714222e-02	7.8183415915e-01	2.7620700000e+05	5.0800000000e+02	1.6087791096e+00	1.6407966398e+00	4.7749458313e+01	1.2892392159e+01	1.7000000000e+01	1.0539999962e+01	7.1799998283e+00	9.2706322277e+02
1.2435000000e+03	1.1495000000e+03	1.0817747116e+00	1.4374859619e+02	1.9000000954e+00	5.7085995086e+01	8.2826783383e+00	8.7778270245e-01	1.2221729755e-01	6.4563355851e-01	2.7623500000e+05	5.0900000000e+02	1.8853448081e+00	1.7747114733e+00	5.7531272888e+01	1.3440276146e+01	1.9380001068e+01	1.0199999809e+01	7.1939997673e+00	8.8416318275e+02
1.0175000000e+03	9.8900000000e+02	1.0288169384e+00	1.1762300110e+02	1.9259258509e+00	5.6257170172e+01	7.3857014735e+00	9.1157257557e-01	8.8427424431e-02	6.4023770358e-01	2.7626400000e+05	5.1000000000e+02	1.9454895714e+00	1.9846302093e+00	4.2045051575e+01	1.3175459862e+01	1.7680000305e+01	9.1800003052e+00	7.2084999084e+00	6.5484682160e+02
1.0095000000e+03	9.7600000000e+02	1.0343238115e+00	1.1669819641e+02	1.5862070322e+00	5.6401742498e+01	8.2835914074e+00	9.2803728580e-01	7.1962714195e-02	6.9630561280e-01	2.7629000000e+05	5.1100000000e+02	1.5551625512e+00	1.5555722184e+00	6.5385643005e+01	1.2904507637e+01	1.5640000343e+01	9.8599996567e+00	7.2214999199e+00	7.3279598432e+02
1.5885000000e+03	1.5445000000e+03	1.0284881592e+00	1.8363059998e+02	1.5833334923e+00	5.8977736549e+01	7.7377868143e+00	9.3378210068e-01	6.6217899323e-02	1.0362724131e+00	2.7629900000e+05	5.1200000000e+02	1.5659909440e+00	1.5529561502e+00	4.4694107056e+01	1.3936254501e+01	1.9380001068e+01	1.2239999771e+01	7.2259998322e+00	1.4594678317e+03
1.1635000000e+03	1.1240000000e+03	1.0351423025e+00	1.3450059509e+02	1.4687500000e+00	5.5763069140e+01	9.2440410790e+00	9.3459433317e-01	6.5405666828e-02	8.0671907782e-01	2.7630000000e+05	5.1300000000e+02	1.5138940511e+00	1.5475452349e+00	2.3089267731e+01	1.3836261749e+01	1.5980000496e+01	1.0880000114e+01	7.2265000343e+00	9.1352419071e+02
1.7075000000e+03	1.6640000000e+03	1.0261418819e+00	1.9738699341e+02	1.5263156891e+00	5.8724395857e+01	9.3174726547e+00	9.2919683456e-01	7.0803165436e-02	1.0686387607e+00	2.7631900000e+05	5.1400000000e+02	1.5204012924e+00	1.5310349821e+00	4.7633419037e+01	1.3073423386e+01	1.9719999313e+01	1.2920000076e+01	7.2360000610e+00	1.6552862940e+03
1.2690000000e+03	1.2365000000e+03	1.0262838602e+00	1.4669639587e+02	1.5312500000e+00	5.8160769231e+01	8.0139973331e+00	9.4075721502e-01	5.9242784977e-02	9.0493835032e-01	2.7632600000e+05	5.1500000000e+02	1.5292795075e+00	1.5364851081e+00	6.8483345032e+01	1.2700255394e+01	1.6659999847e+01	1.0880000114e+01	7.2395000458e+00	1.0552124067e+03
1.8065000000e+03	1.7565000000e+03	1.0284657478e+00	2.0883139038e+02	1.5384614468e+00	5.9644492912e+01	8.3931545489e+00	9.2759329081e-01	7.2406709194e-02	1.1128402400e+00	2.7636300000e+05	5.1600000000e+02	1.5097723892e+00	1.5185060483e+00	3.0472614288e+01	1.3296544075e+01	2.0399999619e+01	1.3260000229e+01	7.2579998970e+00	1.7976645780e+03
9.3950000000e+02	9.0850000000e+02	1.0341222286e+00	1.0860620117e+02	1.2903226614e+00	5.7211458333e+01	7.4213988151e+00	9.7647804022e-01	2.3521959782e-02	1.1994770649e+00	2.7646000000e+05	5.1700000000e+02	1.2797668571e+00	1.2950077862e+00	7.5859504700e+01	1.3228033066e+01	1.3600000381e+01	1.0539999962e+01	7.3064999580e+00	7.1560203709e+02
9.7950000000e+02	8.5400000000e+02	1.1469554901e+00	1.1323019409e+02	1.2812500000e+00	5.5159782609e+01	8.8576613827e+00	9.6997129917e-01	3.0028700829e-02	1.0663702096e+00	2.7646500000e+05	5.1800000000e+02	1.2380793167e+00	1.1176441324e+00	3.7644428253e+01	1.3407119751e+01	1.3940000534e+01	1.0880000114e+01	7.3090000153e+00	7.2368377586e+02
1.1720000000e+03	1.0980000000e+03	1.0673952103e+00	1.3548320007e+02	1.7586207390e+00	5.6852739726e+01	7.9503312174e+00	9.1490715742e-01	8.5092842579e-02	7.1920132353e-01	2.7647100000e+05	5.1900000000e+02	1.7512417575e+00	1.6583659936e+00	1.0481060982e+01	1.3623497963e+01	1.7340000153e+01	9.8599996567e+00	7.3119997978e+00	8.6679095909e+02
1.2420000000e+03	1.1185000000e+03	1.1104156971e+00	1.4357519531e+02	1.9354838133e+00	5.7347058824e+01	7.9632382621e+00	8.5529667139e-01	1.4470332861e-01	6.0629727334e-01	2.7649900000e+05	5.2000000000e+02	1.8683739434e+00	1.7538893372e+00	3.8848331451e+01	1.3065179825e+01	2.0399999619e+01	1.0539999962e+01	7.3260002136e+00	8.5938691450e+02
1.4770000000e+03	1.4055000000e+03	1.0508716106e+00	1.7074119568e+02	1.6571427584e+00	5.8187415426e+01	8.2252246568e+00	9.0869903564e-01	9.1300964355e-02	8.2989199333e-01	2.7651400000e+05	5.2100000000e+02	1.6045258534e+00	1.5910866125e+00	2.5450738907e+01	1.3071968079e+01	1.9719999313e+01	1.1900000572e+01	7.3334999084e+00	1.2671969492e+03
1.6300000000e+03	1.5525000000e+03	1.0499194860e+00	1.8842799377e+02	1.6666666269e+00	5.9391651320e+01	7.8689436438e+00	9.0467119217e-01	9.5328807831e-02	8.7893501426e-01	2.7652100000e+05	5.2200000000e+02	1.6345437235e+00	1.6194214453e+00	6.4768051147e+01	1.3069870949e+01	2.0399999619e+01	1.2239999771e+01	7.3369998932e+00	1.4493563488e+03
2.3050000000e+02	1.9900000000e+02	1.1582914591e+00	2.6645799637e+01	1.6000000238e+00	5.5281938326e+01	4.3553379812e+00	9.0360844135e-01	9.6391558647e-02	nan	2.7653200000e+05	5.2300000000e+02	1.6629385101e+00	1.7375177385e+00	6.9680580139e+01	1.2697266579e+01	8.1599998474e+00	5.0999999046e+00	7.3425002098e+00	6.6531374348e+01
